,AAPL,AMZN,META,MSFT,NVDA
2025-02-05,230.99415588378906,236.1699981689453,702.05322265625,408.44464111328125,124.78911590576172
2025-02-06,231.73941040039062,238.8300018310547,709.144775390625,410.9449768066406,128.63784790039062
2025-02-07,226.1848907470703,229.14999389648438,711.6646118164062,404.9461364746094,129.79745483398438
2025-02-10,226.45346069335938,233.13999938964844,714.5331420898438,407.38720703125,133.52626037597656
2025-02-11,231.3973388671875,232.75999450683594,716.9235229492188,406.6163635253906,132.7565155029297
2025-02-12,235.62501525878906,228.92999267578125,722.481201171875,404.24444580078125,131.09706115722656
2025-02-13,240.26052856445312,230.3699951171875,725.6485595703125,405.72686767578125,135.2456817626953
2025-02-14,243.3143768310547,228.67999267578125,733.72607421875,403.64166259765625,138.80453491210938
2025-02-18,243.18507385253906,226.64999389648438,713.5072021484375,404.8374328613281,139.35435485839844
2025-02-19,243.5829620361328,226.6300048828125,700.9575805664062,409.90728759765625,139.18438720703125
2025-02-20,244.5379180908203,222.8800048828125,692.0632934570312,412.075927734375,140.06410217285156
2025-02-21,244.2593994140625,216.5800018310547,680.818359375,404.2331237792969,134.38595581054688
2025-02-24,245.80123901367188,212.7100067138672,665.4600830078125,400.06414794921875,130.23733520507812
2025-02-25,245.7415313720703,212.8000030517578,654.8724975585938,394.0235595703125,126.5885238647461
2025-02-26,239.0966796875,214.35000610351562,671.0078125,395.83575439453125,131.23699951171875
2025-02-27,236.05274963378906,208.74000549316406,655.6095581054688,388.70587158203125,120.11065673828125
2025-02-28,240.5688934326172,212.27999877929688,665.52978515625,393.1224060058594,124.87908172607422
2025-03-03,236.77890014648438,205.02000427246094,652.4322509765625,384.7052001953125,114.02263641357422
2025-03-04,234.68994140625,203.8000030517578,637.4425048828125,384.82403564453125,115.9520034790039
2025-03-05,234.5009307861328,208.36000061035156,653.8464965820312,397.1131286621094,117.2615737915039
2025-03-06,234.09310913085938,200.6999969482422,625.420654296875,393.0234375,110.53378295898438
2025-03-07,237.81344604492188,199.25,623.1597290039062,389.4783020019531,112.65309143066406
2025-03-10,226.28436279296875,194.5399932861328,595.600341796875,376.4563903808594,106.94496154785156
2025-03-11,219.67926025390625,196.58999633789062,603.2894287109375,376.74359130859375,108.72438049316406
